Page_ID,Content_Name,Content_URL,Content_Pattern,Marker_ID,Active(YES/NO),Cobrowse_Suppressed(YES/NO),Non-matching_page(YES/NO)
36212968,ATT-HROneStop-TADisability-Int-O-BenefitsDuration,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityBenefitsDuration,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityBenefitsDuration,ATT-HROneStop-TADisability-Int-O-BenefitsDuration,yes,no,no
36212969,ATT-HROneStop-TADisability-Int-O-ContactUs,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityContactUs,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityContactUs,ATT-HROneStop-TADisability-Int-O-ContactUs,yes,no,no
36212970,ATT-HROneStop-TADisability-Int-O-Information,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabInformation,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabInformation,ATT-HROneStop-TADisability-Int-O-Information,yes,no,no
36212971,ATT-HROneStop-TADisability-Int-O-Relapse,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityRelapse,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityRelapse,ATT-HROneStop-TADisability-Int-O-Relapse,yes,no,no
36212972,ATT-HROneStop-TADisability-Int-O-SPD,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilitySPD,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilitySPD,ATT-HROneStop-TADisability-Int-O-SPD,yes,no,no
36212973,ATT-HROneStop-TADisability-Int-O-Employee,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityEmployee,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityEmployee,ATT-HROneStop-TADisability-Int-O-Employee,yes,no,no
36212974,ATT-HROneStop-TADisability-Int-O-Claim,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityClaim,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityClaim,ATT-HROneStop-TADisability-Int-O-Claim,yes,no,no
36212975,ATT-HROneStop-TADisability-Int-O-FAQ,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityFAQ,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityFAQ,ATT-HROneStop-TADisability-Int-O-FAQ,yes,no,no
36212976,ATT-HROneStop-TADisability-Int-O-MedicalInfo,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityMedicalInfo,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityMedicalInfo,ATT-HROneStop-TADisability-Int-O-MedicalInfo,yes,no,no
36212977,ATT-HROneStop-TADisability-Int-O-Return,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityReturn,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityReturn,ATT-HROneStop-TADisability-Int-O-Return,yes,no,no
36212978,ATT-HROneStop-TADisability-Int-O-State,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityState,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityState,ATT-HROneStop-TADisability-Int-O-State,yes,no,no
36212979,ATT-HROneStop-TADisability-Int-O-WorkRestrictions,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TandADisabilityWorkRestrictions,(.*ebiz(.|-).*?/)hronestop(.*)type=TandADisabilityWorkRestrictions,ATT-HROneStop-TADisability-Int-O-WorkRestrictions,yes,no,no
36212980,ATT-HROneStop-TimeReporting-Int-O-FAQ,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimeFAQ,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimeFAQ,ATT-HROneStop-TimeReporting-Int-O-FAQ,yes,no,no
36212981,ATT-HROneStop-TimeReporting-Int-O-ContactUs,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimeContactUs,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimeContactUs,ATT-HROneStop-TimeReporting-Int-O-ContactUs,yes,no,no
36212982,ATT-HROneStop-TimeReporting-Int-O-PocketGuides,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimePocketGuides,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimePocketGuides,ATT-HROneStop-TimeReporting-Int-O-PocketGuides,yes,no,no
36212983,ATT-HROneStop-TimeReporting-Int-O-EmployeeToolkit,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimeEmployeeToolkit,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimeEmployeeToolkit,ATT-HROneStop-TimeReporting-Int-O-EmployeeToolkit,yes,no,no
36212984,ATT-HROneStop-TimeReporting-Int-O-ManualProcesses,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimeManualProcesses,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimeManualProcesses,ATT-HROneStop-TimeReporting-Int-O-ManualProcesses,yes,no,no
36212985,ATT-HROneStop-TimeReporting-Int-O-OnlineHelp,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimeOnlineHelp,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimeOnlineHelp,ATT-HROneStop-TimeReporting-Int-O-OnlineHelp,yes,no,no
36212986,ATT-HROneStop-TimeReporting-Int-O-Passwords,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimePasswords,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimePasswords,ATT-HROneStop-TimeReporting-Int-O-Passwords,yes,no,no
36212987,ATT-HROneStop-TimeReporting-Int-O-Home,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=MyTimeHome,(.*ebiz(.|-).*?/)hronestop(.*)type=MyTimeHome,ATT-HROneStop-TimeReporting-Int-O-Home,yes,no,no
36212988,ATT-HROneStop-TimeReporting-Int-O-Manuals,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TimeReportingManuals,(.*ebiz(.|-).*?/)hronestop(.*)type=TimeReportingManuals,ATT-HROneStop-TimeReporting-Int-O-Manuals,yes,no,no
36212989,ATT-HROneStop-TimeReporting-Int-O-Reporting,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=TimeReporting,(.*ebiz(.|-).*?/)hronestop(.*)type=TimeReporting,ATT-HROneStop-TimeReporting-Int-O-Reporting,yes,no,no
36212990,ATT-HROneStop-ManTADisability-Int-O-ContactUs,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityContactUs,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityContactUs,ATT-HROneStop-ManTADisability-Int-O-ContactUs,yes,no,no
36212991,ATT-HROneStop-ManTADisability-Int-O-Denied,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityDenied,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityDenied,ATT-HROneStop-ManTADisability-Int-O-Denied,yes,no,no
36212992,ATT-HROneStop-ManTADisability-Int-O-BenefitsDurati,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityBenefitsDuration,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityBenefitsDuration,ATT-HROneStop-ManTADisability-Int-O-BenefitsDurati,yes,no,no
36212993,ATT-HROneStop-ManTADisability-Int-O-PayTreatment,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityPayTreatment,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityPayTreatment,ATT-HROneStop-ManTADisability-Int-O-PayTreatment,yes,no,no
36212994,ATT-HROneStop-ManTADisability-Int-O-Relapse,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityRelapse,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityRelapse,ATT-HROneStop-ManTADisability-Int-O-Relapse,yes,no,no
36212995,ATT-HROneStop-ManTADisability-Int-O-SummaryPlan,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilitySummaryPlan,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilitySummaryPlan,ATT-HROneStop-ManTADisability-Int-O-SummaryPlan,yes,no,no
36212996,ATT-HROneStop-ManTADisability-Int-O-Expiration,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityExpiration,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityExpiration,ATT-HROneStop-ManTADisability-Int-O-Expiration,yes,no,no
36212997,ATT-HROneStop-ManTADisability-Int-O-FAQ,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityFAQ,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityFAQ,ATT-HROneStop-ManTADisability-Int-O-FAQ,yes,no,no
36212998,ATT-HROneStop-ManTADisability-Int-O-Instruction,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityInstruction,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityInstruction,ATT-HROneStop-ManTADisability-Int-O-Instruction,yes,no,no
36212999,ATT-HROneStop-ManTADisability-Int-O-Home,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisability,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisability,ATT-HROneStop-ManTADisability-Int-O-Home,yes,no,no
36213000,ATT-HROneStop-ManTADisability-Int-O-Return,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityReturn,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityReturn,ATT-HROneStop-ManTADisability-Int-O-Return,yes,no,no
36213001,ATT-HROneStop-ManTADisability-Int-O-StateBenefits,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilityStateBenefits,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilityStateBenefits,ATT-HROneStop-ManTADisability-Int-O-StateBenefits,yes,no,no
36213002,ATT-HROneStop-ManTADisability-Int-O-Supervisor,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=ManYourTeamDisabilitySupervisor,(.*ebiz(.|-).*?/)hronestop(.*)type=ManYourTeamDisabilitySupervisor,ATT-HROneStop-ManTADisability-Int-O-Supervisor,yes,no,no
36213003,ATT-HROneStop-EmpConc-Int-O-MoreInfo,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=ForMoreInformation&itemId=82,(.*ebiz(.|-).*?/)hronestop(.*)ForMoreInformation&itemId=82,ATT-HROneStop-EmpConc-Int-O-MoreInfo,yes,no,no
36213004,ATT-HROneStop-EmpConc-Int-O-LimitedTime,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcLimitedTime,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcLimitedTime,ATT-HROneStop-EmpConc-Int-O-LimitedTime,yes,no,no
36213005,ATT-HROneStop-EmpConc-Int-O-PrefCust,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcPrefCust,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcPrefCust,ATT-HROneStop-EmpConc-Int-O-PrefCust,yes,no,no
36213006,ATT-HROneStop-EmpConc-Int-O-PrefCustAZ,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcPrefCustAZ,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcPrefCustAZ,ATT-HROneStop-EmpConc-Int-O-PrefCustAZ,yes,no,no
36213007,ATT-HROneStop-EmpConc-Int-O-21stCentury,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConc21stCentury,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConc21stCentury,ATT-HROneStop-EmpConc-Int-O-21stCentury,yes,no,no
36213008,ATT-HROneStop-EmpConc-Int-O-AICU,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcAICU,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcAICU,ATT-HROneStop-EmpConc-Int-O-AICU,yes,no,no
36213009,ATT-HROneStop-EmpConc-Int-O-Apple,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcApple,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcApple,ATT-HROneStop-EmpConc-Int-O-Apple,yes,no,no
36213010,ATT-HROneStop-EmpConc-Int-O-Directv,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcDirectv,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcDirectv,ATT-HROneStop-EmpConc-Int-O-Directv,yes,no,no
36213011,ATT-HROneStop-EmpConc-Int-O-ATTBrandedElectronics,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcATTBrandedElectronics,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcATTBrandedElectronics,ATT-HROneStop-EmpConc-Int-O-ATTBrandedElectronics,yes,no,no
36213012,ATT-HROneStop-EmpConc-Int-O-DigitalLife,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcDigitalLife,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcDigitalLife,ATT-HROneStop-EmpConc-Int-O-DigitalLife,yes,no,no
36213013,ATT-HROneStop-EmpConc-Int-O-Home,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcHome,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcHome,ATT-HROneStop-EmpConc-Int-O-Home,yes,no,no
36213014,ATT-HROneStop-EmpConc-Int-O-Internet,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcInternet,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcInternet,ATT-HROneStop-EmpConc-Int-O-Internet,yes,no,no
36213015,ATT-HROneStop-EmpConc-Int-O-ATTTelephoneOrder,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcATTTelephoneOrder,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcATTTelephoneOrder,ATT-HROneStop-EmpConc-Int-O-ATTTelephoneOrder,yes,no,no
36213016,ATT-HROneStop-EmpConc-Int-O-Uverse,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcUverse,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcUverse,ATT-HROneStop-EmpConc-Int-O-Uverse,yes,no,no
36213017,ATT-HROneStop-EmpConc-Int-O-UverseGP,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcUverseGP,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcUverseGP,ATT-HROneStop-EmpConc-Int-O-UverseGP,yes,no,no
36213018,ATT-HROneStop-EmpConc-Int-O-UnifiedMsg,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcUnifiedMsg,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcUnifiedMsg,ATT-HROneStop-EmpConc-Int-O-UnifiedMsg,yes,no,no
36213019,ATT-HROneStop-EmpConc-Int-O-UniSavRewCard,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConUniSavRewCard,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConUniSavRewCard,ATT-HROneStop-EmpConc-Int-O-UniSavRewCard,yes,no,no
36213020,ATT-HROneStop-EmpConc-Int-O-Main,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConc,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConc,ATT-HROneStop-EmpConc-Int-O-Main,yes,no,no
36213021,ATT-HROneStop-EmpConc-Int-O-Yahoo,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConYahoo,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConYahoo,ATT-HROneStop-EmpConc-Int-O-Yahoo,yes,no,no
36213022,ATT-HROneStop-EmpConc-Int-O-Audi,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcAudi,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcAudi,ATT-HROneStop-EmpConc-Int-O-Audi,yes,no,no
36213023,ATT-HROneStop-EmpConc-Int-O-Avis,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcAvis,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcAvis,ATT-HROneStop-EmpConc-Int-O-Avis,yes,no,no
36213024,ATT-HROneStop-EmpConc-Int-O-Banfield,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcBanfield,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcBanfield,ATT-HROneStop-EmpConc-Int-O-Banfield,yes,no,no
36213025,ATT-HROneStop-EmpConc-Int-O-BofA,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcBofA,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcBofA,ATT-HROneStop-EmpConc-Int-O-BofA,yes,no,no
36213026,ATT-HROneStop-EmpConc-Int-O-BestWestern,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcBestWestern,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcBestWestern,ATT-HROneStop-EmpConc-Int-O-BestWestern,yes,no,no
36213027,ATT-HROneStop-EmpConc-Int-O-Budget,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcBudget,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcBudget,ATT-HROneStop-EmpConc-Int-O-Budget,yes,no,no
36213028,ATT-HROneStop-EmpConc-Int-O-Canon,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcCanon,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcCanon,ATT-HROneStop-EmpConc-Int-O-Canon,yes,no,no
36213029,ATT-HROneStop-EmpConc-Int-O-Cartus,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcCartus,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcCartus,ATT-HROneStop-EmpConc-Int-O-Cartus,yes,no,no
36213030,ATT-HROneStop-EmpConc-Int-O-CCH,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcCCH,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcCCH,ATT-HROneStop-EmpConc-Int-O-CCH,yes,no,no
36213031,ATT-HROneStop-EmpConc-Int-O-CDW,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcCDW,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcCDW,ATT-HROneStop-EmpConc-Int-O-CDW,yes,no,no
36213032,ATT-HROneStop-EmpConc-Int-O-CHASE,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcCHASE,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcCHASE,ATT-HROneStop-EmpConc-Int-O-CHASE,yes,no,no
36213033,ATT-HROneStop-EmpConc-Int-O-Chrysler,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcChrysler,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcChrysler,ATT-HROneStop-EmpConc-Int-O-Chrysler,yes,no,no
36213034,ATT-HROneStop-EmpConc-Int-O-ColoradoTech,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcColoradoTech,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcColoradoTech,ATT-HROneStop-EmpConc-Int-O-ColoradoTech,yes,no,no
36213035,ATT-HROneStop-EmpConc-Int-O-CondeNast,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcCondeNast,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcCondeNast,ATT-HROneStop-EmpConc-Int-O-CondeNast,yes,no,no
36213036,ATT-HROneStop-EmpConc-Int-O-ContinentalAirlines,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcContinentalAirlines,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcContinentalAirlines,ATT-HROneStop-EmpConc-Int-O-ContinentalAirlines,yes,no,no
36213037,ATT-HROneStop-EmpConc-Int-O-DaveRamsey,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConDaveRamsey,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConDaveRamsey,ATT-HROneStop-EmpConc-Int-O-DaveRamsey,yes,no,no
36213038,ATT-HROneStop-EmpConc-Int-O-Dell,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcDell,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcDell,ATT-HROneStop-EmpConc-Int-O-Dell,yes,no,no
36213039,ATT-HROneStop-EmpConc-Int-O-Delta,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcDelta,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcDelta,ATT-HROneStop-EmpConc-Int-O-Delta,yes,no,no
36213040,ATT-HROneStop-EmpConc-Int-O-DeVry,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcDeVry,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcDeVry,ATT-HROneStop-EmpConc-Int-O-DeVry,yes,no,no
36213041,ATT-HROneStop-EmpConc-Int-O-DiamondResorts,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcDiamondResorts,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcDiamondResorts,ATT-HROneStop-EmpConc-Int-O-DiamondResorts,yes,no,no
36213042,ATT-HROneStop-EmpConc-Int-O-Eastbay,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConEastbay,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConEastbay,ATT-HROneStop-EmpConc-Int-O-Eastbay,yes,no,no
36213043,ATT-HROneStop-EmpConc-Int-O-Cendant,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConCendant,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConCendant,ATT-HROneStop-EmpConc-Int-O-Cendant,yes,no,no
36213044,ATT-HROneStop-EmpConc-Int-O-Enterprise,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConEnterprise,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConEnterprise,ATT-HROneStop-EmpConc-Int-O-Enterprise,yes,no,no
36213045,ATT-HROneStop-EmpConc-Int-O-Equifax,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcEquifax,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcEquifax,ATT-HROneStop-EmpConc-Int-O-Equifax,yes,no,no
36213046,ATT-HROneStop-EmpConc-Int-O-ExitingEE,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcExitingEE,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcExitingEE,ATT-HROneStop-EmpConc-Int-O-ExitingEE,yes,no,no
36213047,ATT-HROneStop-EmpConc-Int-O-FedEx,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcFedEx,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcFedEx,ATT-HROneStop-EmpConc-Int-O-FedEx,yes,no,no
36213048,ATT-HROneStop-EmpConc-Int-O-FICO,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcFICO,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcFICO,ATT-HROneStop-EmpConc-Int-O-FICO,yes,no,no
36213049,ATT-HROneStop-EmpConc-Int-O-FirstTNBank,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcFirstTNBank,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcFirstTNBank,ATT-HROneStop-EmpConc-Int-O-FirstTNBank,yes,no,no
36213050,ATT-HROneStop-EmpConc-Int-O-Ford,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcFord,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcFord,ATT-HROneStop-EmpConc-Int-O-Ford,yes,no,no
36213051,ATT-HROneStop-EmpConc-Int-O-Gaylord,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcGaylord,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcGaylord,ATT-HROneStop-EmpConc-Int-O-Gaylord,yes,no,no
36213052,ATT-HROneStop-EmpConc-Int-O-GAWebMBA,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcGAWebMBA,(.*ebiz(.|-).*?/)hronestop(.*)type=(EmpConc)?GAWebMBA,ATT-HROneStop-EmpConc-Int-O-GAWebMBA,yes,no,no
36213053,ATT-HROneStop-EmpConc-Int-O-GAWebMBA_Duplicate,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=GAWebMBA,(.*ebiz(.|-).*?/)hronestop(.*)type=(EmpConc)?GAWebMBA,ATT-HROneStop-EmpConc-Int-O-GAWebMBA_Duplicate,no,no,no
36213054,ATT-HROneStop-EmpConc-Int-O-GM,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcGM,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcGM,ATT-HROneStop-EmpConc-Int-O-GM,yes,no,no
36213055,ATT-HROneStop-EmpConc-Int-O-Grainger,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcGrainger,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcGrainger,ATT-HROneStop-EmpConc-Int-O-Grainger,yes,no,no
36213056,ATT-HROneStop-EmpConc-Int-O-HRBlock,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcHRBlock,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcHRBlock,ATT-HROneStop-EmpConc-Int-O-HRBlock,yes,no,no
36213057,ATT-HROneStop-EmpConc-Int-O-Hertz,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcHertz,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcHertz,ATT-HROneStop-EmpConc-Int-O-Hertz,yes,no,no
36213058,ATT-HROneStop-EmpConc-Int-O-HewPac,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConHewPac,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConHewPac,ATT-HROneStop-EmpConc-Int-O-HewPac,yes,no,no
36213059,ATT-HROneStop-EmpConc-Int-O-Hilton,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcHilton,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcHilton,ATT-HROneStop-EmpConc-Int-O-Hilton,yes,no,no
36213060,ATT-HROneStop-EmpConc-Int-O-InterContinental,http://ebiz.sbc.com/hronestop/index.cfm?fuseaction=Display&type=EmpConcInterContinental,(.*ebiz(.|-).*?/)hronestop(.*)type=EmpConcInterContinental,ATT-HROneStop-EmpConc-Int-O-InterContinental,yes,no,no
